Category_name,Cat_id,Keywords,Monthly_num_search,Avg_monthly_click,Competitiveness,2024-02-29,2024-03-01,2024-03-02,2024-03-03,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29
패션의류,50000000,모조에스핀,59730.0,180.9,높음,38.31733,45.30238,46.97612,51.86342,35.37156,35.25998,36.75518,40.45971,35.88484,48.5829,53.06851,44.83374,45.39165,39.81254,43.09305,39.99107,53.35862,61.08011,41.68712,41.08457,40.25887,44.11961,40.99531,49.1185,50.83686,39.79022,37.89332,47.55634,42.02187,35.88484
패션의류,50000000,듀엘,47260.0,140.70000000000002,높음,30.66279,38.07185,38.09417,40.37045,26.37804,27.13679,30.55121,32.33653,32.09105,38.8083,40.59361,29.92635,30.43963,30.86364,36.44275,37.62553,41.12921,47.0877,37.11225,33.22918,36.01874,34.45659,33.56393,39.25463,39.07609,30.03793,29.5916,31.93483,35.48315,29.94867
패션의류,50000000,후드집업,93900.0,727.9,중간,50.0781,46.44052,53.49252,64.20441,56.68377,60.90158,65.58803,60.94621,53.04619,66.14594,74.4923,69.60499,65.74425,71.81432,69.38183,69.53804,87.14572,92.23387,75.54117,68.98013,67.46261,60.32135,58.11202,74.44766,86.52086,78.88864,70.05132,73.04173,61.34791,55.45637
패션의류,50000000,가죽자켓,86510.0,589.1999999999999,중간,39.74559,49.05155,52.44365,60.67841,45.1908,47.82414,48.35974,47.69024,46.66369,57.06315,69.3372,56.23744,59.04931,63.31176,63.82503,64.49453,78.41999,100.0,73.9567,73.66659,66.9047,59.65186,64.11515,71.52421,73.37647,66.05668,62.70921,62.4191,58.33519,56.32671
패션의류,50000000,청바지,87600.0,875.3,높음,48.29279,54.69761,53.8719,60.9239,51.81879,54.07275,56.79535,56.83999,53.24704,58.51372,70.38607,57.93349,60.56683,64.98549,66.12363,64.56148,74.38071,82.9056,69.73889,67.59651,64.07051,59.74112,56.88462,65.96741,82.1022,72.0598,68.82392,66.79312,63.26712,60.09819
패션의류,50000000,여성가디건,42300.0,370.2,중간,24.90927,30.43027,32.29652,32.86677,30.01555,32.21876,32.76308,33.90357,30.55987,34.94038,40.22809,35.64022,35.3551,39.13945,36.85847,39.26905,43.02747,48.80767,40.51321,39.78745,34.62934,33.48885,32.789,39.83929,45.64541,37.14359,35.8735,39.13945,41.5241,31.57076
패션의류,50000000,잠옷,92000.0,1670.8,중간,70.11404,73.1467,79.67858,88.51736,75.92016,76.93105,74.05391,70.0622,63.73768,74.72783,92.01658,83.46293,85.04406,76.4904,76.20528,67.05546,75.99792,100.0,84.86262,78.30482,76.54224,70.32141,68.68843,74.13167,99.84447,85.95127,82.45204,71.9803,72.42094,62.77864
패션의류,50000000,케네스레이디원피스,19750.0,151.5,높음,10.8087,16.0705,18.04043,18.19595,12.96008,12.75272,13.71176,19.155,15.57801,15.9409,20.73613,17.98859,17.28875,17.85899,16.3297,14.46345,18.11819,21.07309,16.89994,15.52617,15.57801,13.84136,14.25609,18.50699,19.95852,14.90409,16.35562,14.61897,14.69673,13.06376
패션의류,50000000,제시뉴욕,26400.0,203.4,중간,19.44012,21.51373,19.95852,19.46604,17.83307,21.92846,25.972,23.61327,21.9803,22.21358,23.89839,21.92846,21.90254,19.72524,23.35406,21.15085,22.68014,24.15759,20.55469,22.65422,21.79885,20.32141,21.59149,22.29134,22.4987,20.83981,22.00622,24.13167,26.38672,21.69517
패션의류,50000000,지고트원피스,25810.0,220.7,중간,14.95593,20.99533,24.75375,26.93105,18.11819,18.66251,18.7662,18.42923,15.6817,22.91342,27.52721,19.75116,21.22861,19.75116,21.25453,18.27371,25.972,29.91187,19.72524,20.47693,19.2846,17.39243,18.8958,22.78382,26.51632,23.74287,20.45101,17.88491,16.48522,16.9777
