Category_name,Cat_id,Keywords,Monthly_num_search,Avg_monthly_click,Competitiveness,2024-02-29,2024-03-01,2024-03-02,2024-03-03,2024-03-04,2024-03-05,2024-03-06,2024-03-07,2024-03-08,2024-03-09,2024-03-10,2024-03-11,2024-03-12,2024-03-13,2024-03-14,2024-03-15,2024-03-16,2024-03-17,2024-03-18,2024-03-19,2024-03-20,2024-03-21,2024-03-22,2024-03-23,2024-03-24,2024-03-25,2024-03-26,2024-03-27,2024-03-28,2024-03-29
화장품/미용,50000002,클렌징워터,14580.0,54.1,중간,14.27593,17.59671,16.91201,18.11023,16.7066,16.56966,14.89216,18.21294,14.82369,12.32454,15.85073,14.92639,14.24169,13.93358,14.20746,10.98938,14.20746,14.00205,14.58404,14.89216,14.61828,13.62547,12.52995,12.66689,13.11194,15.9192,14.31016,14.58404,14.72098,11.63984
화장품/미용,50000002,눅스오일,10040.0,134.9,중간,11.19479,13.557,15.74803,14.65251,11.77678,12.15337,10.7155,13.45429,12.59842,11.70831,12.66689,12.1876,11.43444,10.95515,10.44162,8.01095,9.72269,10.81821,10.40739,10.03081,9.34611,10.57856,8.52447,8.62718,8.69565,8.62718,9.34611,7.32625,9.31187,6.84697
화장품/미용,50000002,토리든세럼,13280.0,110.4,중간,10.74974,32.11229,26.56624,26.18966,21.15713,18.69222,20.13009,25.71037,12.01643,11.36597,12.8723,12.0849,11.53714,12.56419,11.84525,10.85244,11.5029,12.73536,12.42725,12.01643,10.06504,9.79116,10.44162,9.38034,9.96234,12.46148,11.43444,11.2975,11.57137,8.42177
화장품/미용,50000002,조말론,79100.0,249.7,중간,87.47004,89.4899,88.70249,83.39609,85.68983,87.05922,90.51694,96.98733,88.94214,82.88257,89.07908,91.03046,93.63231,97.32968,99.07565,82.9168,75.00855,85.55289,96.64498,100.0,90.85929,80.89695,82.74563,75.93289,79.7672,84.76549,81.27353,79.80143,76.68606,72.64635
화장품/미용,50000002,달바톤업선크림,33180.0,571.7,높음,23.79322,45.15576,46.62786,44.64224,42.31427,44.06025,60.80109,61.1092,30.29784,28.0041,34.88531,30.9483,27.07976,32.11229,36.2547,36.42588,30.53748,42.51968,41.62957,53.02978,39.78089,39.1989,33.58438,33.78979,38.13762,33.61862,30.36631,33.61862,27.14823,24.8545
화장품/미용,50000002,입욕제,16450.0,114.1,중간,40.94117,45.88235,46.11764,54.43137,40.86274,44.54901,41.41176,37.49019,40.39215,41.33333,50.66666,49.33333,43.68627,38.66666,40.0,34.74509,39.29411,47.60784,42.35294,44.31372,39.68627,38.35294,34.43137,33.56862,44.15686,44.0,44.07843,39.29411,37.2549,35.37254
화장품/미용,50000002,아이깨끗해,21500.0,120.3,중간,55.52941,56.70588,56.70588,71.60784,65.88235,63.21568,69.2549,57.0196,53.33333,43.84313,58.74509,75.21568,62.35294,52.54901,50.5098,46.43137,39.05882,50.58823,59.7647,53.64705,52.39215,51.7647,46.74509,46.98039,49.72549,54.74509,56.47058,58.03921,60.0,56.47058
화장품/미용,50000002,바디오일,13770.0,136.4,높음,32.23529,34.19607,37.33333,38.2745,36.94117,40.23529,35.45098,34.82352,29.2549,37.72549,42.35294,40.70588,37.41176,38.58823,33.2549,28.47058,29.17647,36.15686,35.84313,43.05882,44.47058,37.0196,34.35294,30.98039,35.60784,38.74509,35.45098,33.72549,33.80392,24.23529
화장품/미용,50000002,바비브라운립밤,14930.0,159.2,중간,42.35294,54.35294,43.37254,44.70588,39.05882,38.74509,37.2549,39.13725,38.5098,35.52941,40.94117,41.80392,39.52941,27.29411,39.05882,35.68627,37.64705,36.78431,40.94117,55.21568,42.43137,37.09803,40.47058,35.21568,40.31372,30.03921,33.56862,30.5098,29.17647,30.66666
화장품/미용,50000002,에스네이처아쿠아스쿠알란수분크림,18890.0,59.7,높음,32.0,93.64705,100.0,68.07843,67.52941,70.2745,70.98039,86.74509,45.64705,36.78431,43.7647,44.70588,43.84313,38.66666,38.58823,31.37254,35.92156,37.17647,37.49019,40.07843,43.05882,37.33333,34.11764,29.33333,40.0,48.0,47.92156,51.21568,42.2745,37.80392
화장품/미용,50000002,아누아,45320.0,224.2,중간,97.73774,100.0,89.19145,92.7524,91.99832,90.19689,86.17511,85.04398,70.59069,60.82949,67.40678,70.25555,66.40134,64.6418,61.416,50.2723,50.64935,55.13196,58.39966,51.48722,52.36698,51.6129,43.31797,42.77335,46.25052,50.39798,55.67658,48.59656,44.57478,37.53665
화장품/미용,50000002,디오디너리,38550.0,353.0,높음,48.68035,70.08797,61.24842,60.28487,53.16296,55.25764,59.06996,65.3121,43.15039,42.68956,47.13028,46.83703,45.45454,53.49811,50.9426,42.85714,38.83535,46.20863,57.89694,56.55634,49.43443,43.31797,40.84625,39.29618,42.89903,44.44909,44.23963,47.88437,44.44909,38.24884
화장품/미용,50000002,기미패치,21770.0,927.2,높음,25.68077,28.61332,31.92291,28.82279,25.17804,25.21994,24.42396,26.72811,29.99581,32.17427,39.54754,31.37829,29.74444,30.20527,28.57142,26.01591,29.70255,36.78257,33.09593,29.15793,30.20527,31.54587,31.08504,30.45664,38.83535,27.69166,27.14704,29.24172,31.42019,28.90657
화장품/미용,50000002,헤어미스트,13830.0,97.4,중간,17.38583,17.09258,19.06158,22.03602,21.74277,21.70087,19.31294,24.59153,20.77922,20.06702,19.35483,20.15081,19.98324,21.61709,23.79555,17.00879,14.66275,19.43862,18.64264,17.55341,20.69543,17.09258,16.3385,14.70465,16.3385,19.06158,18.60075,16.9669,17.21826,13.74109
화장품/미용,50000002,끌림글램시카토너,0.0,0.0,높음,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
화장품/미용,50000002,설화수클렌징오일,6400.0,117.0,중간,9.07237,12.18144,10.49949,10.34658,9.8369,10.34658,10.24464,10.75433,7.79816,9.27624,11.31498,10.9582,9.07237,10.44852,10.09174,9.8369,7.69622,10.65239,10.90723,11.67176,11.46788,10.90723,8.76656,9.27624,11.87563,12.53822,11.9266,9.63302,9.8369,8.25688
화장품/미용,50000002,피지오겔레드수딩ai크림,12370.0,107.7,중간,14.16921,26.14678,23.49643,23.39449,23.59836,21.71253,22.579,22.22222,15.9531,16.10601,23.03771,18.39959,17.48216,18.8583,15.9531,16.00407,12.13047,17.78797,18.8583,16.36085,18.39959,72.62996,28.74617,16.56472,20.48929,23.13965,17.43119,20.18348,20.13251,14.32212
화장품/미용,50000002,닥터디퍼런트,30820.0,846.7,높음,38.22629,48.47094,45.97349,57.84913,58.66462,69.26605,56.77879,58.51172,45.97349,46.1264,48.47094,51.17227,52.29357,46.22833,46.43221,47.96126,43.98572,47.96126,42.86442,48.57288,50.61162,50.76452,47.60448,39.24566,43.62895,45.10703,43.88379,50.61162,57.18654,46.73802
화장품/미용,50000002,아이브로우펜슬,12520.0,298.3,높음,26.55453,35.01529,29.56167,37.00305,25.6371,22.01834,22.17125,30.17329,25.48419,25.84097,25.99388,21.20285,21.20285,18.29765,19.46992,14.42405,17.07441,16.25891,15.29051,16.46279,16.25891,15.03567,14.42405,18.80733,18.75637,19.6738,20.74413,21.71253,15.23955,13.25178
화장품/미용,50000002,헤라란제리,40620.0,740.4,중간,40.87665,45.36187,47.91029,52.85423,52.0897,58.71559,92.09989,97.04383,64.11824,68.80733,75.28032,65.23955,59.78593,59.9898,54.53618,61.9266,63.20081,100.0,99.94903,80.37716,77.87971,72.27319,61.82466,58.20591,73.08868,67.27828,60.04077,66.30988,56.21814,59.53109
화장품/미용,50000002,티트리오일,14850.0,222.2,높음,28.91263,30.48397,35.63796,35.26084,33.94091,32.18101,31.9296,33.94091,25.76995,30.1697,32.68384,33.18667,35.19798,29.72972,30.1697,27.65556,27.90697,31.48962,31.55248,30.67253,29.41546,29.16404,28.22124,27.90697,27.5927,32.11816,31.67818,31.1125,27.90697,25.26712
화장품/미용,50000002,스킨,16450.0,136.0,높음,30.67253,35.95223,36.70647,35.32369,35.13513,35.51225,31.61533,36.01508,30.42111,30.48397,34.56945,34.50659,35.07228,34.88372,34.82086,30.73538,28.59836,30.54682,37.46071,32.11816,38.08925,35.5751,30.73538,31.99245,36.45505,35.26084,32.62099,33.56379,32.30672,28.59836
화장품/미용,50000002,리판닷컴화이트매직파우더,1380.0,102.0,낮음,5.02828,4.65116,4.14833,4.39974,3.14267,2.89126,2.19987,2.89126,2.01131,3.95977,11.43934,5.59396,5.21684,9.11376,5.65681,2.63984,1.38277,2.07416,1.63419,1.00565,0.75424,0.50282,0.43997,0.9428,1.57133,0.81709,0.62853,0.81709,0.43997,0.56568
화장품/미용,50000002,메디힐마스크팩,27600.0,174.5,중간,45.63167,64.48774,67.81898,68.25895,61.53362,60.65367,57.38529,60.3394,40.98051,51.53991,52.04274,51.72847,48.33438,59.33375,51.28849,44.2489,43.05468,57.32243,51.22564,51.66561,47.32872,51.53991,48.96291,60.15084,90.63482,72.47014,69.32746,66.31049,57.44814,50.40854
화장품/미용,50000002,보스티나염색제,12280.0,298.3,중간,7.29101,90.76052,15.58768,18.79321,14.01634,8.04525,10.05656,9.30232,7.10245,16.02765,9.99371,8.04525,15.21055,45.56882,16.71904,6.53676,9.55373,100.0,12.06788,38.40351,10.43368,87.93211,13.70207,10.93651,71.33878,12.06788,8.1081,6.78818,8.04525,6.47391
화장품/미용,50000002,타투스티커,20290.0,394.7,중간,1.9402,1.5934,1.55278,1.66838,1.75899,1.54341,1.54341,1.47155,1.50904,1.57153,1.94332,1.94957,1.91208,2.02768,1.68088,1.8121,1.75899,1.92457,2.49008,2.16515,2.34323,2.04017,2.02455,3.44299,3.47424,2.74002,2.40259,2.36823,2.44633,2.31824
화장품/미용,50000002,더샘키스홀릭립스틱,1620.0,1.3,높음,0.84668,0.25931,0.18433,0.47177,0.36866,0.37804,0.14996,0.23744,0.38116,0.24057,0.22807,0.09372,0.08748,0.08123,0.07185,0.05936,0.08435,0.13122,0.09997,0.11872,0.11872,0.09685,0.09685,0.06561,0.07498,0.07498,0.09372,0.06561,0.0781,0.0906
화장품/미용,50000002,닥터포헤어,28920.0,468.0,높음,3.15243,2.95872,2.70253,2.82125,3.23054,3.02746,3.42112,3.13681,2.58068,2.39947,2.24638,2.87437,3.29302,3.25241,2.95872,2.88999,2.33698,2.83375,3.93976,3.50235,3.18055,2.98684,2.57756,2.20264,2.262,3.28678,3.11806,2.88374,2.91811,2.66816
화장품/미용,50000002,아이라이너,13460.0,171.3,높음,1.23098,1.55903,1.53091,1.56215,1.41843,1.49967,1.27159,1.50592,1.17786,1.34033,1.5559,1.25285,1.43718,1.35907,1.26847,1.20286,1.37469,1.40594,1.50592,1.3372,1.52779,1.20286,1.17474,1.35282,1.42156,1.21848,1.29346,1.48717,1.35595,1.29034
화장품/미용,50000002,디올,849000.0,1455.5,높음,89.78348,99.6407,99.9875,100.0,83.51298,81.73524,81.78835,81.57278,82.34136,93.35145,99.04083,86.89349,84.79395,87.17155,91.4175,87.04345,91.58621,97.05064,82.50382,82.22263,83.78792,83.90352,83.79417,89.41169,95.62908,83.82853,82.46945,81.11975,82.46945,78.70778
화장품/미용,50000002,아이오페,26980.0,715.3,높음,78.98148,100.0,84.44444,98.14814,96.2037,86.38888,92.96296,91.29629,75.74074,67.4074,71.29629,87.03703,81.66666,81.01851,76.38888,75.64814,68.7037,75.64814,82.5,78.24074,76.29629,70.55555,70.0,59.44444,73.98148,89.35185,89.81481,85.92592,90.55555,78.79629
화장품/미용,50000002,나스블러셔,15690.0,109.7,중간,49.35185,68.05555,58.42592,64.07407,44.81481,42.77777,45.27777,50.55555,47.96296,55.55555,60.18518,48.88888,45.83333,44.44444,51.57407,43.51851,46.48148,56.85185,45.55555,51.75925,46.48148,41.57407,42.59259,40.64814,46.11111,40.92592,40.18518,39.72222,42.5,42.4074
화장품/미용,50000002,매니큐어,18810.0,327.7,높음,35.92592,37.59259,37.77777,35.83333,35.92592,31.57407,34.16666,30.27777,32.03703,32.22222,34.53703,36.85185,36.48148,32.22222,36.85185,32.59259,36.66666,38.98148,34.72222,33.61111,38.7037,31.29629,32.03703,33.51851,37.87037,37.31481,37.03703,35.0,35.18518,32.59259
화장품/미용,50000002,바이오더마인텐시브밤,7180.0,60.4,높음,17.5,29.44444,29.16666,33.51851,28.14814,26.29629,26.94444,33.24074,19.25925,17.68518,19.07407,25.09259,20.37037,21.48148,17.77777,18.42592,12.68518,18.33333,21.57407,21.48148,20.74074,26.01851,20.64814,19.9074,16.94444,24.25925,22.5,17.68518,15.09259,17.03703
화장품/미용,50000002,알로에수딩젤,14070.0,76.9,높음,32.68518,38.51851,38.7037,41.2037,45.92592,42.96296,41.48148,38.33333,32.5,32.68518,44.16666,42.22222,44.44444,37.4074,37.12962,41.48148,44.25925,45.64814,48.51851,47.5,43.33333,43.42592,40.83333,37.77777,46.2037,47.5,44.16666,40.0,37.96296,37.77777
화장품/미용,50000002,네일은재료빨,7770.0,0.7,높음,17.27058,18.77647,23.90588,26.07058,20.70588,15.48235,14.02352,12.84705,11.48235,8.18823,8.89411,11.57647,11.67058,12.70588,10.77647,9.3647,7.52941,6.02352,10.35294,11.01176,10.63529,10.68235,7.10588,6.82352,6.35294,8.98823,11.15294,18.1647,12.37647,10.1647
화장품/미용,50000002,클리오아이라이너,9190.0,189.7,높음,11.48235,21.31764,18.35294,20.42352,17.22352,18.91764,18.49411,23.01176,9.74117,10.44705,12.0,13.69411,14.9647,15.85882,11.48235,12.94117,10.02352,13.64705,15.2,15.34117,13.50588,12.75294,12.14117,10.35294,11.10588,13.83529,15.29411,13.55294,11.7647,9.3647
화장품/미용,50000002,랑콤뗑이돌파운데이션,17950.0,209.3,높음,3.52941,5.17647,3.57647,4.18823,3.24705,4.42352,5.64705,4.42352,3.67058,3.48235,4.70588,6.21176,5.27058,3.15294,5.12941,3.15294,2.54117,3.67058,3.71764,4.14117,3.62352,3.24705,3.52941,2.91764,4.32941,4.75294,6.58823,5.92941,4.23529,5.08235
화장품/미용,50000002,닥터그루트,29770.0,366.2,높음,36.70588,38.72941,40.51764,40.04705,38.21176,38.77647,43.85882,38.02352,32.75294,31.10588,37.74117,35.67058,36.28235,37.45882,34.87058,32.98823,27.90588,37.03529,42.44705,34.11764,49.03529,52.09411,58.25882,47.43529,39.34117,64.70588,100.0,82.63529,73.74117,51.34117
화장품/미용,50000002,샤넬쿠션,22020.0,200.6,높음,31.43529,36.04705,36.65882,35.67058,32.47058,31.34117,36.42352,38.02352,35.90588,39.85882,36.09411,37.69411,33.03529,31.67058,37.22352,34.68235,31.52941,39.10588,26.54117,28.8,29.12941,29.74117,30.07058,30.21176,34.30588,31.67058,30.63529,31.71764,29.88235,28.37647
화장품/미용,50000002,디올블러셔,15720.0,125.9,높음,66.32653,74.14965,62.81179,71.08843,68.5941,61.45124,55.44217,50.45351,58.16326,56.3492,62.47165,56.46258,56.12244,53.96825,58.04988,51.36054,58.39002,64.39909,63.03854,70.97505,56.80272,54.87528,49.65986,56.12244,63.03854,52.04081,51.47392,45.12471,54.53514,56.80272
화장품/미용,50000002,더마비바디로션,13020.0,86.5,높음,37.64172,69.38775,60.88435,72.22222,64.62585,63.83219,61.79138,76.87074,40.13605,39.3424,45.80498,45.80498,41.38321,38.66213,45.46485,33.56009,42.97052,74.03628,53.1746,47.05215,45.57823,45.6916,41.83673,35.82766,44.44444,46.71201,48.52607,43.0839,40.47619,29.2517
화장품/미용,50000002,딥디크도손,22770.0,361.5,높음,89.56916,87.98185,100.0,96.71201,85.03401,76.19047,78.00453,84.80725,78.79818,92.63038,94.21768,93.42403,95.80498,89.79591,92.85714,84.92063,77.77777,82.65306,80.49886,76.41723,77.43764,70.29478,71.7687,69.38775,81.17913,76.30385,78.79818,79.2517,77.21088,72.90249
화장품/미용,50000002,차차틴트,13940.0,105.3,중간,41.95011,50.0,47.61904,49.77324,47.16553,48.41269,45.01133,53.40136,39.22902,45.12471,55.10204,55.66893,87.30158,72.10884,81.97278,56.23582,54.53514,50.34013,53.85487,42.97052,50.68027,45.12471,49.31972,43.65079,48.52607,45.35147,48.75283,51.81405,40.02267,37.30158
화장품/미용,50000002,로레알헤어스프레이,7710.0,140.0,중간,27.0975,36.1678,38.20861,37.86848,37.30158,31.74603,32.19954,29.47845,25.17006,30.38548,30.04535,31.40589,25.96371,26.75736,26.19047,26.19047,26.87074,28.45804,22.44897,27.55102,32.53968,26.87074,27.32426,23.9229,31.06575,28.23129,26.87074,25.05668,24.94331,24.94331
화장품/미용,50000002,풋샴푸,13530.0,179.9,중간,28.12271,30.24105,32.0672,31.04455,28.78013,31.84806,31.70197,26.95398,22.71731,21.69466,23.52081,22.42512,25.20087,23.44777,22.42512,23.73995,20.52593,28.63403,22.93644,27.75748,23.52081,60.70124,57.34112,39.22571,45.58071,37.61869,37.98392,36.01168,41.85536,29.07231
화장품/미용,50000002,age20's팩트,24560.0,866.0,높음,37.4726,53.61577,47.77209,50.10956,75.74872,55.80715,99.41563,76.55222,53.76186,43.75456,100.0,58.29072,46.60336,45.58071,46.53031,94.95982,45.58071,85.02556,78.59751,58.29072,44.48502,48.64864,40.39444,39.66398,43.68151,96.27465,61.57779,44.48502,55.36888,65.52227
화장품/미용,50000002,쿠션팩트,15150.0,111.1,중간,34.98904,38.78743,40.54054,38.49525,32.14024,37.25346,37.61869,41.85536,32.0672,34.55076,35.50036,40.75967,37.83783,37.39956,34.69685,33.38203,31.26369,41.41709,36.96128,39.29875,33.0168,36.01168,32.14024,35.86559,36.44996,39.3718,37.32651,39.22571,37.76479,31.84806
화장품/미용,50000002,자작나무수분선크림,27900.0,123.4,중간,48.86778,94.81373,93.71804,89.11614,84.44119,76.55222,74.50693,91.89189,57.6333,55.22279,53.90796,54.71146,55.58802,63.03871,59.5325,60.26296,59.5325,56.39152,66.17969,64.64572,65.81446,68.7363,61.65084,67.42147,70.41636,62.67348,58.14463,62.96566,53.1775,54.49233
화장품/미용,50000002,향수공병,13420.0,248.3,높음,29.51059,31.40978,32.57852,37.32651,33.74726,32.57852,36.23082,30.67932,30.168,26.29656,38.05697,33.16289,33.16289,31.92111,31.92111,29.87582,27.97662,33.16289,34.84295,33.45507,33.08984,33.38203,32.43243,27.83053,33.38203,33.96639,33.38203,32.43243,30.89846,26.29656
화장품/미용,50000002,아이섀도우,8970.0,58.9,중간,5.1418,5.37237,5.3032,6.98639,5.07263,5.00345,4.42702,4.86511,4.45008,5.07263,4.86511,4.77288,4.58842,3.68918,4.61148,4.51925,5.00345,5.04957,4.3809,5.4646,4.58842,5.09568,4.49619,4.54231,6.11021,5.34931,4.31173,4.74982,4.61148,3.98893
화장품/미용,50000002,제니하우스염색약,11210.0,224.9,중간,5.97186,7.83952,23.05741,10.95227,6.7097,7.44754,6.24855,20.12912,7.07862,7.14779,7.44754,8.76181,19.80631,6.75582,7.10168,4.74982,5.71823,6.52524,15.93267,6.24855,6.64053,4.86511,6.31773,6.68664,6.45607,13.09661,6.80193,6.04104,5.71823,5.16486
화장품/미용,50000002,리들샷300,33340.0,386.7,중간,24.76366,29.97463,31.35808,30.36661,30.38967,30.36661,32.99515,33.91745,26.49296,22.78072,23.14964,22.29651,24.23334,29.14456,27.34609,23.19575,21.97371,24.76366,22.2504,23.08047,24.83283,23.8183,22.34263,23.42633,21.53562,23.40327,28.17615,25.91653,22.78072,20.89001
화장품/미용,50000002,씨드비물염색,23480.0,244.2,높음,11.6901,14.29559,15.19483,37.05326,13.09661,12.40488,11.32118,12.10514,10.51418,14.38782,14.89508,22.22734,11.13673,11.62093,13.44247,11.48259,13.30412,15.88655,15.1026,14.15725,14.1803,13.18884,12.6124,15.67904,100.0,20.10606,18.76873,16.32464,14.45699,13.92667
화장품/미용,50000002,샤넬핸드크림,25910.0,1063.3,높음,20.8439,19.5988,18.95319,19.69103,21.78925,19.87548,20.72861,19.82937,20.49804,19.80631,21.74314,25.93958,23.1727,27.11551,28.29144,21.07447,18.95319,17.70809,19.20682,17.36223,18.42287,18.90707,17.40834,15.05649,16.25547,17.45446,18.53816,15.1026,17.45446,15.24094
화장품/미용,50000002,하이라이터,18480.0,129.7,중간,30.87056,45.07445,42.03894,45.30355,34.13516,35.28064,35.85337,35.45246,30.64146,31.44329,34.53608,32.76059,30.52691,29.61053,30.29782,31.15693,31.44329,33.96334,32.70332,28.52233,29.09507,29.49599,26.57502,29.72508,34.07789,31.32875,33.67697,32.64604,51.66093,43.12714
화장품/미용,50000002,콜라겐팩,21380.0,656.3,높음,33.79152,42.15349,41.80985,47.02176,38.88888,35.96792,36.31156,35.96792,33.79152,36.0252,40.54982,38.37342,35.50973,36.08247,32.18785,32.70332,33.73424,38.25887,36.76975,100.0,48.91179,39.00343,38.08705,34.19243,34.36426,49.14089,34.65063,35.16609,29.38144,25.42955
화장품/미용,50000002,인셀덤크림,8090.0,151.70000000000002,높음,14.89117,14.49026,14.08934,15.34936,16.55211,18.44215,13.28751,14.77663,14.43298,14.31844,12.82932,14.8339,20.04581,17.58304,14.49026,12.71477,11.68384,11.74112,20.79037,15.23482,15.97938,16.72394,13.91752,11.62657,13.57388,16.66666,17.0103,14.03207,17.12485,14.37571
화장품/미용,50000002,제로이드수딩크림,10420.0,132.5,중간,17.98396,21.30584,23.36769,23.94043,22.0504,23.36769,23.36769,19.53035,19.53035,14.60481,19.30126,19.87399,18.95761,21.70675,19.4158,14.43298,16.20847,17.12485,20.504,21.01947,19.93127,21.59221,17.52577,18.04123,19.4158,19.81672,22.79495,20.67583,17.92668,15.97938
화장품/미용,50000002,바이레도라튤립,19290.0,280.7,높음,39.2898,36.36884,38.37342,43.47079,34.4788,36.71248,37.34249,38.88888,36.8843,40.32073,44.55899,40.83619,40.43528,39.17525,40.66437,35.39518,36.13974,41.75257,32.93241,31.72966,35.33791,31.84421,30.75601,31.61512,36.65521,33.73424,28.92325,27.7205,28.29324,28.92325
화장품/미용,50000002,메이크업베이스,12420.0,167.5,높음,16.09657,17.54527,15.01006,17.98792,14.36619,15.65392,14.92957,15.0503,13.11871,12.31388,13.44064,15.45271,12.55533,17.18309,13.6016,13.31991,13.56136,15.65392,14.52716,13.64185,14.00402,15.0503,10.62374,13.80281,16.65995,15.57344,14.00402,12.03219,12.35412,13.11871
화장품/미용,50000002,아쿠아디파르마,67210.0,602.7,높음,81.77062,85.71428,88.28973,91.50905,83.74245,78.5513,81.52917,82.29376,82.53521,87.64587,100.0,88.08853,85.83501,89.65794,93.6016,86.23742,91.06639,91.38832,91.34808,86.07645,89.33601,80.60362,79.5171,87.92756,85.07042,86.35814,80.80482,82.41448,88.32997,78.51106
화장품/미용,50000002,록시땅바디로션,8090.0,63.7,중간,11.95171,11.30784,12.47484,13.88329,12.35412,11.95171,12.35412,10.74446,10.42253,10.54325,14.00402,12.4346,11.83098,9.85915,8.57142,10.26156,9.01408,12.39436,10.46277,10.7847,11.46881,10.14084,8.04828,9.41649,10.22132,9.01408,10.62374,10.74446,8.89336,9.29577
화장품/미용,50000002,닥터자르트시카페어크림,9700.0,156.7,높음,9.49698,15.97585,16.94164,16.78068,14.16498,12.95774,11.46881,13.92354,8.85311,10.30181,11.50905,11.50905,9.41649,10.82494,33.76257,21.20724,22.49496,16.86116,13.6016,11.83098,11.02615,11.79074,9.69818,8.53118,9.57746,9.93963,9.85915,8.97384,8.61167,9.6177
화장품/미용,50000002,폴미첼스프레이,6340.0,122.5,중간,8.04828,7.56539,8.37022,8.12877,10.62374,9.09456,9.21529,9.77867,11.10663,6.55935,8.24949,9.09456,9.41649,9.29577,8.69215,6.59959,7.76659,6.76056,8.9336,7.44466,8.4507,8.16901,6.51911,7.44466,7.20321,8.65191,9.85915,8.57142,8.16901,7.24346
화장품/미용,50000002,유리아쥬여성청결제,6570.0,82.7,높음,6.40686,10.89828,9.18097,9.24702,9.67635,9.7424,9.80845,11.88903,7.92602,6.37384,7.23249,8.19022,6.73712,6.17569,6.57199,5.77939,4.68956,6.20871,7.16644,6.10964,6.37384,5.97754,4.95376,5.05284,5.68031,6.63804,7.03434,6.50594,7.66182,5.38309
화장품/미용,50000002,정샘물,65730.0,405.2000000000001,중간,38.07793,87.45046,79.78863,100.0,74.66974,78.56671,78.99603,79.82166,63.90356,66.47952,72.55614,69.02245,72.65521,65.71994,68.06472,54.42536,56.30779,63.44121,66.90885,67.07397,59.90752,58.22324,51.81638,54.98678,60.63408,64.49801,61.09643,58.19022,79.22721,68.19682
화장품/미용,50000002,마사지젤,14830.0,65.7,높음,39.33289,21.10303,32.16644,33.61955,29.19418,43.75825,11.22853,24.93394,17.27212,23.71202,25.56142,10.10568,8.71862,9.04887,7.19947,6.77014,10.56803,6.30779,7.06737,6.90224,6.07661,7.13342,9.77542,11.42668,14.86129,19.749,18.79128,18.39498,15.95112,14.82826
화장품/미용,50000002,도브비누,14700.0,233.8,높음,16.24834,19.55085,18.32892,20.54161,17.07397,15.38969,16.90885,17.80052,14.86129,17.73447,20.73976,19.94715,16.7107,15.35667,15.71994,13.77146,12.91281,16.44649,15.29062,15.09247,15.15852,13.24306,13.14398,14.82826,16.9749,16.67767,14.56406,13.47424,15.09247,12.61558
화장품/미용,50000002,샴푸추천,26830.0,259.40000000000003,높음,26.51915,30.54821,31.77014,34.97357,31.27476,32.59577,29.75561,27.642,23.84412,25.9247,28.99603,29.88771,29.22721,28.92998,25.06605,23.15059,23.28269,31.77014,29.68956,29.55746,29.68956,25.06605,23.24966,22.25891,27.60898,31.47291,32.39762,27.97225,27.642,22.42404
화장품/미용,50000002,레티놀크림,20270.0,205.6,중간,28.95504,31.69877,37.4781,37.2446,38.23701,37.94512,33.85872,38.7624,28.07939,32.04903,34.20899,31.64039,34.03385,34.85113,28.83829,28.95504,26.61996,29.24693,28.37127,31.05662,28.5464,31.46526,35.31815,32.34092,41.15586,42.90718,48.39462,48.51138,81.96147,100.0
화장품/미용,50000002,토너,20610.0,143.8,높음,39.98832,44.42498,48.21949,47.34384,50.67133,46.4098,47.28546,50.37945,38.41214,34.55925,36.89433,45.00875,41.15586,38.99591,38.0035,36.36894,33.74197,35.08464,40.22183,39.69643,41.73963,39.46293,35.25977,34.03385,37.71161,39.63806,38.06187,37.71161,42.14827,32.57443
화장품/미용,50000002,닥터그루트샴푸,17490.0,211.7,높음,27.67075,32.86631,45.12551,36.25218,30.12259,31.64039,31.115,34.20899,26.56158,27.84588,47.46059,37.88674,36.25218,30.18096,37.94512,24.28488,30.82311,36.31056,54.40747,34.20899,34.09223,29.59719,35.55166,28.37127,33.80035,32.92469,33.39171,27.7875,28.66316,25.04378
화장품/미용,50000002,르네휘테르,15650.0,316.8,높음,27.0286,29.13018,26.21132,27.20373,36.7192,29.88908,30.12259,30.53123,26.73671,27.08698,29.36368,28.02101,30.47285,30.64798,30.06421,24.28488,31.93228,32.86631,32.34092,31.115,31.58201,30.29772,29.13018,26.73671,27.72913,31.23175,27.43724,30.93987,33.62521,27.14535
화장품/미용,50000002,닥터그루트탈모샴푸,11690.0,301.7,높음,18.91418,21.30764,33.50846,26.38645,21.13251,20.08172,21.54115,20.54874,16.46234,19.73146,42.79042,19.61471,20.78225,18.03852,24.75189,18.44716,18.68067,25.10215,42.49854,19.73146,20.02335,18.79743,32.92469,19.43957,18.50554,18.73905,23.40922,22.24168,19.14769,14.82778
화장품/미용,50000002,에스트라아토베리어로션,9440.0,221.0,높음,8.08846,13.33333,12.70142,13.83886,12.19589,13.5229,12.44865,12.89099,8.72037,7.67772,8.5308,10.07898,10.6793,8.24644,7.96208,8.18325,7.96208,7.8041,9.00473,9.51026,8.43601,9.88941,8.59399,7.0774,9.13112,11.02685,13.30173,8.5308,9.44707,6.57187
